2026-05-17 21:42:08 | INFO | drone_env.py:279 | drone=SimpleFlight | eval=False | reset_count=  1 | direction=[1.0, 0.0, 0.0] | 
2026-05-17 21:42:08 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-42-03/images/0.jpg
2026-05-17 21:42:08 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-42-03/images/0.jpg
2026-05-17 21:42:08 | DEBUG | drone_qr_env.py:136 | step=0 | dist=1.83 | qr_visible=0.0 | progress=+0.000 | r_dist=-0.000 | r_visible=-1.000 | total=+99.000 | done=True | info={'success': True}
2026-05-17 21:42:08 | INFO | drone_env.py:279 | drone=SimpleFlight | eval=False | reset_count=  2 | direction=[1.0, 0.0, 0.0] | 
2026-05-17 21:42:08 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-42-03/images/0.jpg
2026-05-17 21:42:08 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-42-03/images/0.jpg
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=0 | dist=3.30 | qr_visible=0.0 | progress=+0.000 | r_dist=-0.000 | r_visible=-1.000 | total=-1.000 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=1 | dist=2.24 | qr_visible=0.0 | progress=+5.322 | r_dist=-0.000 | r_visible=-1.000 | total=+4.322 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=2 | dist=2.38 | qr_visible=0.0 | progress=-0.713 | r_dist=-0.000 | r_visible=-1.000 | total=-1.713 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=3 | dist=2.61 | qr_visible=0.0 | progress=-1.124 | r_dist=-0.000 | r_visible=-1.000 | total=-2.124 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=4 | dist=2.73 | qr_visible=0.0 | progress=-0.637 | r_dist=-0.000 | r_visible=-1.000 | total=-1.637 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=5 | dist=2.81 | qr_visible=0.0 | progress=-0.402 | r_dist=-0.000 | r_visible=-1.000 | total=-1.402 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=6 | dist=3.10 | qr_visible=0.0 | progress=-1.449 | r_dist=-0.000 | r_visible=-1.000 | total=-2.449 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=7 | dist=3.42 | qr_visible=0.0 | progress=-1.581 | r_dist=-0.000 | r_visible=-1.000 | total=-2.581 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=8 | dist=3.66 | qr_visible=0.0 | progress=-1.214 | r_dist=-0.000 | r_visible=-1.000 | total=-2.214 | done=False | info={}
2026-05-17 21:42:09 | DEBUG | drone_qr_env.py:136 | step=9 | dist=3.69 | qr_visible=0.0 | progress=-0.157 | r_dist=-0.000 | r_visible=-1.000 | total=-1.157 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=10 | dist=3.68 | qr_visible=0.0 | progress=+0.071 | r_dist=-0.000 | r_visible=-1.000 | total=-0.929 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=11 | dist=3.89 | qr_visible=0.0 | progress=-1.060 | r_dist=-0.000 | r_visible=-1.000 | total=-2.060 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=12 | dist=4.04 | qr_visible=0.0 | progress=-0.760 | r_dist=-0.000 | r_visible=-1.000 | total=-1.760 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=13 | dist=4.20 | qr_visible=0.0 | progress=-0.780 | r_dist=-0.000 | r_visible=-1.000 | total=-1.780 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=14 | dist=4.43 | qr_visible=0.0 | progress=-1.140 | r_dist=-0.000 | r_visible=-1.000 | total=-2.140 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=15 | dist=4.86 | qr_visible=0.0 | progress=-2.176 | r_dist=-0.000 | r_visible=-1.000 | total=-3.176 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=16 | dist=5.14 | qr_visible=0.0 | progress=-1.389 | r_dist=-0.000 | r_visible=-1.000 | total=-2.389 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=17 | dist=5.27 | qr_visible=0.0 | progress=-0.657 | r_dist=-0.000 | r_visible=-1.000 | total=-1.657 | done=False | info={}
2026-05-17 21:42:10 | DEBUG | drone_qr_env.py:136 | step=18 | dist=5.21 | qr_visible=0.0 | progress=+0.290 | r_dist=-0.000 | r_visible=-1.000 | total=-0.710 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=19 | dist=5.40 | qr_visible=0.0 | progress=-0.903 | r_dist=-0.000 | r_visible=-1.000 | total=-1.903 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=20 | dist=5.54 | qr_visible=0.0 | progress=-0.738 | r_dist=-0.000 | r_visible=-1.000 | total=-1.738 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=21 | dist=5.59 | qr_visible=0.0 | progress=-0.246 | r_dist=-0.000 | r_visible=-1.000 | total=-1.246 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=22 | dist=5.89 | qr_visible=0.0 | progress=-1.474 | r_dist=-0.000 | r_visible=-1.000 | total=-2.474 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=23 | dist=6.22 | qr_visible=0.0 | progress=-1.668 | r_dist=-0.000 | r_visible=-1.000 | total=-2.668 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=24 | dist=6.30 | qr_visible=0.0 | progress=-0.392 | r_dist=-0.000 | r_visible=-1.000 | total=-1.392 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=25 | dist=6.55 | qr_visible=0.0 | progress=-1.272 | r_dist=-0.001 | r_visible=-1.000 | total=-2.272 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=26 | dist=7.01 | qr_visible=0.0 | progress=-2.263 | r_dist=-0.023 | r_visible=-1.000 | total=-3.286 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=27 | dist=7.30 | qr_visible=0.0 | progress=-1.484 | r_dist=-0.038 | r_visible=-1.000 | total=-2.522 | done=False | info={}
2026-05-17 21:42:11 | DEBUG | drone_qr_env.py:136 | step=28 | dist=7.26 | qr_visible=0.0 | progress=+0.200 | r_dist=-0.036 | r_visible=-1.000 | total=-0.836 | done=False | info={}
2026-05-17 21:42:12 | DEBUG | drone_qr_env.py:136 | step=29 | dist=6.94 | qr_visible=0.0 | progress=+1.591 | r_dist=-0.020 | r_visible=-1.000 | total=+0.570 | done=False | info={}
2026-05-17 21:42:12 | DEBUG | drone_qr_env.py:136 | step=30 | dist=6.73 | qr_visible=0.0 | progress=+1.064 | r_dist=-0.009 | r_visible=-1.000 | total=+0.055 | done=False | info={}
