2026-05-17 21:43:39 | INFO | drone_env.py:279 | drone=SimpleFlight | eval=False | reset_count=  1 | direction=[1.0, 0.0, 0.0] | 
2026-05-17 21:43:39 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-43-31/images/0.jpg
2026-05-17 21:43:41 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-43-31/images/0.jpg
2026-05-17 21:43:41 | DEBUG | drone_qr_env.py:136 | step=0 | dist=2.27 | qr_visible=0.0 | progress=+0.000 | r_dist=-0.000 | r_visible=-1.000 | total=-51.000 | done=True | info={'success': False, 'collision': True}
2026-05-17 21:43:41 | INFO | drone_env.py:279 | drone=SimpleFlight | eval=False | reset_count=  2 | direction=[1.0, 0.0, 0.0] | 
2026-05-17 21:43:41 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-43-31/images/0.jpg
2026-05-17 21:43:41 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v2_RandomQrLocation_17_05_2026__21-43-31/images/0.jpg
2026-05-17 21:43:41 | DEBUG | drone_qr_env.py:136 | step=0 | dist=3.38 | qr_visible=0.0 | progress=+0.000 | r_dist=-0.000 | r_visible=-1.000 | total=-1.000 | done=False | info={}
2026-05-17 21:43:41 | DEBUG | drone_qr_env.py:136 | step=1 | dist=3.00 | qr_visible=0.0 | progress=+1.946 | r_dist=-0.000 | r_visible=-1.000 | total=+0.946 | done=False | info={}
2026-05-17 21:43:41 | DEBUG | drone_qr_env.py:136 | step=2 | dist=3.17 | qr_visible=0.0 | progress=-0.895 | r_dist=-0.000 | r_visible=-1.000 | total=-1.895 | done=False | info={}
2026-05-17 21:43:41 | DEBUG | drone_qr_env.py:136 | step=3 | dist=3.05 | qr_visible=0.0 | progress=+0.646 | r_dist=-0.000 | r_visible=-1.000 | total=-0.354 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=4 | dist=3.07 | qr_visible=0.0 | progress=-0.149 | r_dist=-0.000 | r_visible=-1.000 | total=-1.149 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=5 | dist=3.11 | qr_visible=0.0 | progress=-0.159 | r_dist=-0.000 | r_visible=-1.000 | total=-1.159 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=6 | dist=2.86 | qr_visible=0.0 | progress=+1.239 | r_dist=-0.000 | r_visible=-1.000 | total=+0.239 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=7 | dist=2.49 | qr_visible=0.0 | progress=+1.826 | r_dist=-0.000 | r_visible=-1.000 | total=+0.826 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=8 | dist=2.61 | qr_visible=0.0 | progress=-0.574 | r_dist=-0.000 | r_visible=-1.000 | total=-1.574 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=9 | dist=2.61 | qr_visible=0.0 | progress=-0.019 | r_dist=-0.000 | r_visible=-1.000 | total=-1.019 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=10 | dist=2.81 | qr_visible=0.0 | progress=-1.006 | r_dist=-0.000 | r_visible=-1.000 | total=-2.006 | done=False | info={}
2026-05-17 21:43:42 | DEBUG | drone_qr_env.py:136 | step=11 | dist=2.91 | qr_visible=0.0 | progress=-0.502 | r_dist=-0.000 | r_visible=-1.000 | total=-1.502 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=12 | dist=2.65 | qr_visible=0.0 | progress=+1.310 | r_dist=-0.000 | r_visible=-1.000 | total=+0.310 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=13 | dist=2.61 | qr_visible=0.0 | progress=+0.206 | r_dist=-0.000 | r_visible=-1.000 | total=-0.794 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=14 | dist=2.66 | qr_visible=0.0 | progress=-0.267 | r_dist=-0.000 | r_visible=-1.000 | total=-1.267 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=15 | dist=2.60 | qr_visible=0.0 | progress=+0.320 | r_dist=-0.000 | r_visible=-1.000 | total=-0.680 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=16 | dist=2.63 | qr_visible=0.0 | progress=-0.166 | r_dist=-0.000 | r_visible=-1.000 | total=-1.166 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=17 | dist=2.71 | qr_visible=0.0 | progress=-0.381 | r_dist=-0.000 | r_visible=-1.000 | total=-1.381 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=18 | dist=2.98 | qr_visible=0.0 | progress=-1.375 | r_dist=-0.000 | r_visible=-1.000 | total=-2.375 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=19 | dist=3.42 | qr_visible=0.0 | progress=-2.199 | r_dist=-0.000 | r_visible=-1.000 | total=-3.199 | done=False | info={}
2026-05-17 21:43:43 | DEBUG | drone_qr_env.py:136 | step=20 | dist=4.12 | qr_visible=0.0 | progress=-3.482 | r_dist=-0.000 | r_visible=-1.000 | total=-4.482 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=21 | dist=4.69 | qr_visible=0.0 | progress=-2.858 | r_dist=-0.000 | r_visible=-1.000 | total=-3.858 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=22 | dist=5.27 | qr_visible=0.0 | progress=-2.874 | r_dist=-0.000 | r_visible=-1.000 | total=-3.874 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=23 | dist=5.77 | qr_visible=0.0 | progress=-2.503 | r_dist=-0.000 | r_visible=-1.000 | total=-3.503 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=24 | dist=6.20 | qr_visible=0.0 | progress=-2.156 | r_dist=-0.000 | r_visible=-1.000 | total=-3.156 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=25 | dist=6.63 | qr_visible=0.0 | progress=-2.147 | r_dist=-0.002 | r_visible=-1.000 | total=-3.150 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=26 | dist=6.80 | qr_visible=0.0 | progress=-0.874 | r_dist=-0.011 | r_visible=-1.000 | total=-1.885 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=27 | dist=6.98 | qr_visible=0.0 | progress=-0.896 | r_dist=-0.020 | r_visible=-1.000 | total=-1.916 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=28 | dist=6.87 | qr_visible=0.0 | progress=+0.537 | r_dist=-0.015 | r_visible=-1.000 | total=-0.477 | done=False | info={}
2026-05-17 21:43:44 | DEBUG | drone_qr_env.py:136 | step=29 | dist=6.88 | qr_visible=0.0 | progress=-0.013 | r_dist=-0.015 | r_visible=-1.000 | total=-1.028 | done=False | info={}
2026-05-17 21:43:45 | DEBUG | drone_qr_env.py:136 | step=30 | dist=6.92 | qr_visible=0.0 | progress=-0.231 | r_dist=-0.017 | r_visible=-1.000 | total=-1.249 | done=False | info={}
2026-05-17 21:43:45 | DEBUG | drone_qr_env.py:136 | step=31 | dist=7.18 | qr_visible=0.0 | progress=-1.296 | r_dist=-0.030 | r_visible=-1.000 | total=-2.326 | done=False | info={}
2026-05-17 21:43:45 | DEBUG | drone_qr_env.py:136 | step=32 | dist=7.35 | qr_visible=0.0 | progress=-0.827 | r_dist=-0.038 | r_visible=-1.000 | total=-1.866 | done=False | info={}
2026-05-17 21:43:45 | DEBUG | drone_qr_env.py:136 | step=33 | dist=7.32 | qr_visible=0.0 | progress=+0.136 | r_dist=-0.037 | r_visible=-1.000 | total=-0.901 | done=False | info={}
2026-05-17 21:43:45 | DEBUG | drone_qr_env.py:136 | step=34 | dist=7.15 | qr_visible=0.0 | progress=+0.869 | r_dist=-0.028 | r_visible=-1.000 | total=-0.160 | done=False | info={}
2026-05-17 21:43:45 | DEBUG | drone_qr_env.py:136 | step=35 | dist=7.28 | qr_visible=0.0 | progress=-0.663 | r_dist=-0.035 | r_visible=-1.000 | total=-1.698 | done=False | info={}
2026-05-17 21:43:45 | DEBUG | drone_qr_env.py:136 | step=36 | dist=7.44 | qr_visible=0.0 | progress=-0.825 | r_dist=-0.043 | r_visible=-1.000 | total=-1.869 | done=False | info={}
