2026-05-11 20:23:29 | INFO | drone_env.py:279 | drone=SimpleFlight | eval=False | reset_count=  1 | direction=[1.0, 0.0, 0.0] | 
2026-05-11 20:23:29 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v1_11_05_2026__20-23-21/images/0.jpg
2026-05-11 20:23:29 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v1_11_05_2026__20-23-21/images/0.jpg
2026-05-11 20:23:29 | DEBUG | drone_qr_env.py:118 | step=0 | dist=1.76 | qr_visible=0.0 | progress=+0.000 | r_dist=-0.000 | r_visible=-1.000 | total=+99.000 | done=True | info={'success': True}
2026-05-11 20:23:29 | INFO | drone_env.py:279 | drone=SimpleFlight | eval=False | reset_count=  2 | direction=[1.0, 0.0, 0.0] | 
2026-05-11 20:23:29 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v1_11_05_2026__20-23-21/images/0.jpg
2026-05-11 20:23:29 | DEBUG | drone_env.py:135 | Image saved to ./models/QR_Land_v1_11_05_2026__20-23-21/images/0.jpg
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=0 | dist=3.05 | qr_visible=0.0 | progress=+0.000 | r_dist=-0.000 | r_visible=-1.000 | total=-1.000 | done=False | info={}
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=1 | dist=2.18 | qr_visible=0.0 | progress=+4.362 | r_dist=-0.000 | r_visible=-1.000 | total=+3.362 | done=False | info={}
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=2 | dist=2.11 | qr_visible=0.0 | progress=+0.352 | r_dist=-0.000 | r_visible=-1.000 | total=-0.648 | done=False | info={}
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=3 | dist=2.21 | qr_visible=0.0 | progress=-0.535 | r_dist=-0.000 | r_visible=-1.000 | total=-1.535 | done=False | info={}
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=4 | dist=2.14 | qr_visible=0.0 | progress=+0.351 | r_dist=-0.000 | r_visible=-1.000 | total=-0.649 | done=False | info={}
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=5 | dist=2.06 | qr_visible=0.0 | progress=+0.403 | r_dist=-0.000 | r_visible=-1.000 | total=-0.597 | done=False | info={}
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=6 | dist=2.07 | qr_visible=0.0 | progress=-0.026 | r_dist=-0.000 | r_visible=-1.000 | total=-1.026 | done=False | info={}
2026-05-11 20:23:30 | DEBUG | drone_qr_env.py:118 | step=7 | dist=2.21 | qr_visible=0.0 | progress=-0.730 | r_dist=-0.000 | r_visible=-1.000 | total=-1.730 | done=False | info={}
